D&C 20th Century	20th Century	Death & Co	Beefeater London Dry Gin  1.5	oz
PDT Paul’s Club Cocktail	Paul’s Club Cocktail	The PDT Cocktail Book	Ricard Pastis	.25	oz (float)
PDT Pearl Button	Pearl Button	The PDT Cocktail Book	Mãe de Ouro Cachaça	2	oz
PDT Pearl Button	Pearl Button	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.75	oz
PDT Pearl Button	Pearl Button	The PDT Cocktail Book	Lime	.5	oz
PDT Pearl Button	Pearl Button	The PDT Cocktail Book	San Pellegrino Limonata	1.5	oz
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Sombra Mezcal	2	oz
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.75	oz
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Lime	.75	oz
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Oregano	4	sprigs
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Ricard Pastis Liqueur	1	barspoon
PDT Pearl Of Puebla	Pearl Of Puebla	The PDT Cocktail Book	Agave Nectar	1	barspoon
PDT Perfect Pear	Perfect Pear	The PDT Cocktail Book	Clear Creek Pear Brandy	2	oz
PDT Perfect Pear	Perfect Pear	The PDT Cocktail Book	Lemon	.75	oz
PDT Perfect Pear	Perfect Pear	The PDT Cocktail Book	Orange	.5	oz
PDT Perfect Pear	Perfect Pear	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Partida Blanco Tequila	1.5	oz
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Watermelon	1	oz
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Grenadine	.75	oz
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Lime	.5	oz
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Rose Water	4	drops
PDT Pharaoh Cooler	Pharaoh Cooler	The PDT Cocktail Book	Club Soda	1	oz
PDT Persephone	Persephone	The PDT Cocktail Book	Laird’s AppleJack Brandy	1	oz
PDT Persephone	Persephone	The PDT Cocktail Book	Dolin Rouge Sweet Vermouth	.75	oz
PDT Persephone	Persephone	The PDT Cocktail Book	Plymouth Sloe Gin Liqueur	.5	oz
PDT Persephone	Persephone	The PDT Cocktail Book	Lemon	.5	oz
PDT Persephone	Persephone	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Pimms Cup	Pimms Cup	The PDT Cocktail Book	Pimm’s No. 1 Cup Liqueur	2	oz
PDT Pimms Cup	Pimms Cup	The PDT Cocktail Book	Lemon	.75	oz
PDT Pimms Cup	Pimms Cup	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Pimms Cup	Pimms Cup	The PDT Cocktail Book	Cucumber	3	slices (1 garnish)
PDT Pimms Cup	Pimms Cup	The PDT Cocktail Book	Ginger Beer 1	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Plymouth Gin	1.5	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Lemon	.75	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Laird’s AppleJack Brandy	.5	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Grenadine	.5	oz
PDT Pink Lady	Pink Lady	The PDT Cocktail Book	Egg	1	white
PDT Pisco Sour	Pisco Sour	The PDT Cocktail Book	La Diablada Pisco	2	oz
PDT Pisco Sour	Pisco Sour	The PDT Cocktail Book	Lime	.75	oz
PDT Pisco Sour	Pisco Sour	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Pisco Sour	Pisco Sour	The PDT Cocktail Book	Egg	1	white
PDT Pisco Sour	Pisco Sour	The PDT Cocktail Book	Angostura Bitters	4	drops (float)
PDT Plátanos En Mole Old Fashioned	Plátanos En Mole Old Fashioned	The PDT Cocktail Book	Zacapa Centenario 23 Rum	2	oz
PDT Plátanos En Mole Old Fashioned	Plátanos En Mole Old Fashioned	The PDT Cocktail Book	Brizard Crème de Banane Liqueur	.25	oz
PDT Plátanos En Mole Old Fashioned	Plátanos En Mole Old Fashioned	The PDT Cocktail Book	Bittermens Xocolatl Mole Bitters	12	drops
PDT Plátanos En Mole Old Fashioned	Plátanos En Mole Old Fashioned	The PDT Cocktail Book	Ground Chile  1 pinch
PDT Primavera	Primavera	The PDT Cocktail Book	Krogstad Aquavit	2	oz
PDT Primavera	Primavera	The PDT Cocktail Book	Cointreau Liqueur	.75	oz
PDT Primavera	Primavera	The PDT Cocktail Book	Lemon	.75	oz
PDT Primavera	Primavera	The PDT Cocktail Book	Asparagus	2	1.5 inch tips
PDT Primavera	Primavera	The PDT Cocktail Book	Fennel Bulb	1	.25 inch slice
PDT Primavera	Primavera	The PDT Cocktail Book	Celery	1	2 inch stalk
PDT Primavera	Primavera	The PDT Cocktail Book	Absinthe  1 rinse
PDT Primavera	Primavera	The PDT Cocktail Book	Orange  1	twist
PDT Prince Edward	Prince Edward	The PDT Cocktail Book	Compass Box Oak Cross Blended Malt Scotch Whisky	2	oz
PDT Prince Edward	Prince Edward	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.75	oz
PDT Prince Edward	Prince Edward	The PDT Cocktail Book	Drambuie Liqueur	.5	oz
PDT Prince Edward	Prince Edward	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Prince Edward	Prince Edward	The PDT Cocktail Book	Orange  1	twist
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1	oz
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Blandy’s Sercial Madeira	1	oz
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Grand Marnier Liqueur	.25	oz
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Moët Imperial Champagne 1	oz
PDT Prince Of Wales	Prince Of Wales	The PDT Cocktail Book	Orange  1	twist
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	1	oz
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	.5	oz
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Lemon	.5	oz
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Grade B Maple Syrup	.5	oz
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Libby’s Pumpkin Purée	1	tsp
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Hot Water 5	oz
PDT Pumpkin Toddy	Pumpkin Toddy	The PDT Cocktail Book	Cinnamon  1 grating
PDT Professor	Professor	The PDT Cocktail Book	Rhum Clément V.S.O.P.	2	oz
PDT Professor	Professor	The PDT Cocktail Book	Dow’s Tawny Port	.75	oz
PDT Professor	Professor	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	.5	oz
PDT Professor	Professor	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Professor	Professor	The PDT Cocktail Book	House Orange Bitters	1	dash
PDT Professor	Professor	The PDT Cocktail Book	Orange  1	twist
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Barbancourt 8-Year Rhum	2	oz
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Lime	1	oz
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Mint	8	leaves
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Angostura Bitters 2 dash
PDT Queens Park Swizzle	Queens Park Swizzle	The PDT Cocktail Book	Peychaud’s Bitters 2 dash
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Wild Turkey Russell’s Reserve 6-Year Rye Whiskey	1.5	oz
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	van Oosten Batavia Arrack	.75	oz
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Orange Bitters	2	dash
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Orange	1	twist (discard)
PDT Rack & Rye	Rack & Rye	The PDT Cocktail Book	Lemon	1	twist (discard)
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Beefeater London Dry Gin	2	oz
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Heavy Cream	.75	oz
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Lime	.5	oz
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Lemon	.5	oz
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Orange Flower Water	5	drop
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Egg	1	white
PDT Ramos Gin Fizz	Ramos Gin Fizz	The PDT Cocktail Book	Club Soda	1	oz
PDT Rapscallion	Rapscallion	The PDT Cocktail Book	Talisker 10-Year Single Malt Scotch Whisky	2.5	oz
PDT Rapscallion	Rapscallion	The PDT Cocktail Book	Lustau Pedro Ximénez Sherry	.75	oz
PDT Rapscallion	Rapscallion	The PDT Cocktail Book	Vieux Pontarlier Absinthe	1	rinse
PDT Rapscallion	Rapscallion	The PDT Cocktail Book	Vieux Lemon	1	twist
PDT Raspberries Reaching	Raspberries Reaching	The PDT Cocktail Book	Trimbach Framboise Liqueur	1.5	oz
PDT Raspberries Reaching	Raspberries Reaching	The PDT Cocktail Book	Tokaji Aszú 5 Puttonyos “Red Label” Wine	1	oz
PDT Raspberries Reaching	Raspberries Reaching	The PDT Cocktail Book	Pama Pomegranate Liqueur	.5	oz
PDT Raspberries Reaching	Raspberries Reaching	The PDT Cocktail Book	Rose Water	3	drop
PDT Rattlesnake	Rattlesnake	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Rattlesnake	Rattlesnake	The PDT Cocktail Book	Lemon	1	oz
PDT Rattlesnake	Rattlesnake	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Rattlesnake	Rattlesnake	The PDT Cocktail Book	Egg	1	white
PDT Rattlesnake	Rattlesnake	The PDT Cocktail Book	Vieux Pontarlier Absinthe	1	rinse
PDT Red Devil	Red Devil	The PDT Cocktail Book	Bols Genever	2	oz
PDT Red Devil	Red Devil	The PDT Cocktail Book	Jujube Tea-Infused Vya Sweet Vermouth	1	oz
PDT Red Devil	Red Devil	The PDT Cocktail Book	Dried Persimmon	3	slices
PDT Red Devil	Red Devil	The PDT Cocktail Book	Fee Brothers Whiskey Barrel-Aged Bitters	2	dash
PDT Remember The Maine	Remember The Maine	The PDT Cocktail Book	Wild Turkey Russell’s Reserve 6-Year Rye Whiskey	2	oz
PDT Remember The Maine	Remember The Maine	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	.75	oz
PDT Remember The Maine	Remember The Maine	The PDT Cocktail Book	Cherry Heering Liqueur	.5	oz
PDT Remember The Maine	Remember The Maine	The PDT Cocktail Book	Pernod 68 Absinthe	1	barspoon
PDT Remember The Maine	Remember The Maine	The PDT Cocktail Book	Lemon	1	twist
PDT Red-headed Saint	Red-headed Saint	The PDT Cocktail Book	Beleza Pura Cachaça	2	oz
PDT Red-headed Saint	Red-headed Saint	The PDT Cocktail Book	Lime	.75	oz
PDT Red-headed Saint	Red-headed Saint	The PDT Cocktail Book	Agave Syrup	.5	oz
PDT Red-headed Saint	Red-headed Saint	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.25	oz
PDT Red-headed Saint	Red-headed Saint	The PDT Cocktail Book	A.B. Smeby Verbena Bitters	4	dash
PDT Remember Maine	Remember Maine	The PDT Cocktail Book	Rhum Clément V.S.O.P.	2	oz
PDT Remember Maine	Remember Maine	The PDT Cocktail Book	Apple	1.5	oz
PDT Remember Maine	Remember Maine	The PDT Cocktail Book	St. Elizabeth Allspice Dram Liqueur	.25	oz
PDT Remember Maine	Remember Maine	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Remember Maine	Remember Maine	The PDT Cocktail Book	Peychaud’s Bitters  4 dash (float)
PDT Resting Point	Resting Point	The PDT Cocktail Book	Siete Leguas Reposado Tequila	1.5	oz
PDT Resting Point	Resting Point	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.5	oz
PDT Resting Point	Resting Point	The PDT Cocktail Book	Punt e Mes Sweet Vermouth	.5	oz
PDT Resting Point	Resting Point	The PDT Cocktail Book	Lemon	.5	oz
PDT Resting Point	Resting Point	The PDT Cocktail Book	Agave Syrup	.5	oz
PDT Resting Point	Resting Point	The PDT Cocktail Book	Strawberry	2	unit
PDT Reverend Palmer	Reverend Palmer	The PDT Cocktail Book	Elijah Craig 12-Year Bourbon Whiskey	2	oz
PDT Reverend Palmer	Reverend Palmer	The PDT Cocktail Book	Lemon Syrup	.5	oz
PDT Reverend Palmer	Reverend Palmer	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Reverend Palmer	Reverend Palmer	The PDT Cocktail Book	Lemon	1	twist
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Partida Blanco Tequila	1.5	oz
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Lemon	1	oz
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Grand Marnier Liqueur	.75	oz
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Boiron Rhubarb Purée	.5	oz
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Grenadine	.5	oz
PDT Rhubarbarita	Rhubarbarita	The PDT Cocktail Book	Grapefruit  1	twist
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Banks 5 Island Rum	2	oz
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Lime	.75	oz
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Rhum Clément Créole Shrubb	.5	oz
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Martinique Cane Syrup	.25	oz
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Rhum Club	Rhum Club	The PDT Cocktail Book	Orange	1	dash
PDT Rio Bravo	Rio Bravo	The PDT Cocktail Book	Sagatiba Cachaça	2	oz
PDT Rio Bravo	Rio Bravo	The PDT Cocktail Book	Lime	.75	oz
PDT Rio Bravo	Rio Bravo	The PDT Cocktail Book	Orgeat	.5	oz
PDT Rio Bravo	Rio Bravo	The PDT Cocktail Book	Ginger	3	slices
PDT Rio Bravo	Rio Bravo	The PDT Cocktail Book	Orange	1	twist
PDT Rite Of Spring	Rite Of Spring	The PDT Cocktail Book	Tanqueray No. 10 Gin	2	oz
PDT Rite Of Spring	Rite Of Spring	The PDT Cocktail Book	Vya Dry Vermouth	.75	oz
PDT Rite Of Spring	Rite Of Spring	The PDT Cocktail Book	Pickled Ramp Brine	.25	oz
PDT Rob Roy	Rob Roy	The PDT Cocktail Book	Famous Grouse Scotch Whisky	2.5	oz
PDT Rob Roy	Rob Roy	The PDT Cocktail Book	Dolin Rouge Sweet Vermouth	.75	oz
PDT Rob Roy	Rob Roy	The PDT Cocktail Book	Orange	2	dash
PDT Rob Roy	Rob Roy	The PDT Cocktail Book	Lemon	1	twist
PDT Romeo Y Julieta	Romeo Y Julieta	The PDT Cocktail Book	Zacapa Centenario 23 Rum	2	oz
PDT Romeo Y Julieta	Romeo Y Julieta	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	.5	oz
PDT Romeo Y Julieta	Romeo Y Julieta	The PDT Cocktail Book	Campari Liqueur	.5	oz
PDT Rose	Rose	The PDT Cocktail Book	Noilly Prat Dry Vermouth	2	oz
PDT Rose	Rose	The PDT Cocktail Book	Clear Creek Kirschwasser Brandy	1	oz
PDT Rose	Rose	The PDT Cocktail Book	Raspberry	1	barspoon
PDT Rose	Rose	The PDT Cocktail Book	Brandied Cherry	3	 unit
PDT Rosita	Rosita	The PDT Cocktail Book	Partida Reposado Tequila	1.5		oz
PDT Rosita	Rosita	The PDT Cocktail Book	Martini Sweet Vermouth	.5	oz
PDT Rosita	Rosita	The PDT Cocktail Book	Dolin Dry Vermouth	.5	oz
PDT Rosita	Rosita	The PDT Cocktail Book	Campari Liqueur	.5	oz
PDT Rosita	Rosita	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Rosita	Rosita	The PDT Cocktail Book	Orange	1	twist
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Barbancourt 8-Year Rhum	1.5	oz
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Navan Vanilla Liqueur	.5	oz
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Lemon	.5	oz
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Lime	.5	oz
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Orgeat	.25	oz
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Egg	1	white
PDT Rust Belt	Rust Belt	The PDT Cocktail Book	Angostura Bitters	2	spritz
PDT Royal Bermuda Yacht Club Cocktail	Royal Bermuda Yacht Club Cocktail	The PDT Cocktail Book	Mount Gay Eclipse Amber Rum	2	oz
PDT Royal Bermuda Yacht Club Cocktail	Royal Bermuda Yacht Club Cocktail	The PDT Cocktail Book	Lime	1	oz
PDT Royal Bermuda Yacht Club Cocktail	Royal Bermuda Yacht Club Cocktail	The PDT Cocktail Book	Cointreau Liqueur	.5	oz
PDT Royal Bermuda Yacht Club Cocktail	Royal Bermuda Yacht Club Cocktail	The PDT Cocktail Book	John D. Taylor’s Velvet Falernum Liqueur	.5	oz
PDT Rusty Nail	Rusty Nail	The PDT Cocktail Book	Famous Grouse Scotch Whisky	2	oz
PDT Rusty Nail	Rusty Nail	The PDT Cocktail Book	Drambuie Liqueur	.75	oz
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	Strega Liqueur	.25	oz
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	Lustau Palo Cortado Sherry	.25	oz
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	Sugar Cube	1	unit
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Rye Witch	Rye Witch	The PDT Cocktail Book	Orange	1	twist (discard)
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Benromach 12-Year Single Malt Scotch Whisky	1.5	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Lemon	.75	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Ginger Beer	.75	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Belle de Brillet Liqueur	.5	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Eurovanille Vanilla Syrup	.25	oz
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Black Peppercorns	8	unit
PDT Sage Old Buck	Sage Old Buck	The PDT Cocktail Book	Sage	1	leaf (garnish)
PDT Sazerac	Sazerac	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Sazerac	Sazerac	The PDT Cocktail Book	Peychaud’s Bitters	3	dash
PDT Sazerac	Sazerac	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Sazerac	Sazerac	The PDT Cocktail Book	Demerara Sugar	1	unit
PDT Sazerac	Sazerac	The PDT Cocktail Book	Vieux Pontarlier Absinthe	1	rinse
PDT Sazerac	Sazerac	The PDT Cocktail Book	Lemon	1	twist (discard)
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Bulleit Bourbon Whiskey	1	oz
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Cointreau Liqueur	.5	oz
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Peychaud’s Bitters	3	dash
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Moët Imperial Champagne	2	oz
PDT Seelbach Cocktail	Seelbach Cocktail	The PDT Cocktail Book	Orange	1	twist
PDT Shaddock Rose	Shaddock Rose	The PDT Cocktail Book	El Tesoro Reposado Tequila	2	oz
PDT Shaddock Rose	Shaddock Rose	The PDT Cocktail Book	Grapefruit	.5	oz
PDT Shaddock Rose	Shaddock Rose	The PDT Cocktail Book	Peychaud’s Bitters	1	dash
PDT Shaddock Rose	Shaddock Rose	The PDT Cocktail Book	House Orange Bitters	1	dash
PDT Shaddock Rose	Shaddock Rose	The PDT Cocktail Book	House Lemon	1	twist
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Aviation Gin	1.75	oz
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Lemon	.75	oz
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Grapefruit	.5	oz
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Martinique Cane Syrup	.25	oz
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Shiso Leaves	2	unit
PDT Shiso Delicious	Shiso Delicious	The PDT Cocktail Book	Red Bell Pepper	1	4-inch slice
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Yamazaki 12-Year Japanese Single Malt Whisky	2	oz
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Lime	.75	oz
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Vieux Pontarlier Absinthe	.25	oz
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Shiso Leaves	3	unit (1 garnish)
PDT Shiso Malt Sour	Shiso Malt Sour	The PDT Cocktail Book	Egg	1	white
PDT Sidecar	Sidecar	The PDT Cocktail Book	Rémy Martin V.S.O.P. Cognac	2	oz
PDT Sidecar	Sidecar	The PDT Cocktail Book	Cointreau Liqueur	.75	oz
PDT Sidecar	Sidecar	The PDT Cocktail Book	Lemon	.75	oz
PDT Sidecar	Sidecar	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Siesta	Siesta	The PDT Cocktail Book	El Tesoro Platinum Tequila	2	oz
PDT Siesta	Siesta	The PDT Cocktail Book	Campari Liqueur	.5	oz
PDT Siesta	Siesta	The PDT Cocktail Book	Lime	.5	oz
PDT Siesta	Siesta	The PDT Cocktail Book	Grapefruit	.5	oz
PDT Siesta	Siesta	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Siesta	Siesta	The PDT Cocktail Book	Grapefruit	1	twist
PDT Silk Road	Silk Road	The PDT Cocktail Book	Krogstad Aquavit	2	oz
PDT Silk Road	Silk Road	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Silk Road	Silk Road	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Silk Road	Silk Road	The PDT Cocktail Book	Peychaud’s Bitters	1	dash
PDT Silk Road	Silk Road	The PDT Cocktail Book	Orange	1	flamed twist
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Old Overholt Rye Whiskey	1.5	oz
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Licor 43 Liqueur	.75	oz
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Lemon	.75	oz
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Egg	1	white
PDT Silver Lining	Silver Lining	The PDT Cocktail Book	Club Soda	1	oz
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Mount Gay Eclipse White Rum	1	oz
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Smith & Cross Jamaican Rum	1	oz
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Lemon	.5	oz
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Pineapple	.5	oz
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Egg	1	white
PDT Silver Root Beer Fizz	Silver Root Beer Fizz	The PDT Cocktail Book	Root Beer	2	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Paumanok Cabernet Franc Wine	1.5	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Lemon	.75	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Famous Grouse Scotch Whisky	.5	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Ruby Port	.5	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Clove Syrup	.5	oz
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Brandied Cherry	4	unit
PDT Silver Sangaree	Silver Sangaree	The PDT Cocktail Book	Egg	1	white
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Pineapple	2	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Plymouth Gin	1.5	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Cherry Heering Liqueur	.5	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Grenadine	.5	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Cointreau Liqueur	.25	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Bénédictine Liqueur	.25	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Lime	.25	oz
PDT Singapore Sling	Singapore Sling	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Paumanok Cabernet Franc Wine	2	oz
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Oban 14-Year Single Malt Scotch Whisky	1	oz
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Dubonnet Rouge Aperitif Wine	1	oz
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Grand Marnier Liqueur	.75	oz
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Simple Syrup	1	barspoon
PDT Single Malt Sangaree	Single Malt Sangaree	The PDT Cocktail Book	Orange	1	twist (discard)
PDT Sloe Gin Fizz	Sloe Gin Fizz	The PDT Cocktail Book	Plymouth Sloe Gin Liqueur	1	oz
PDT Sloe Gin Fizz	Sloe Gin Fizz	The PDT Cocktail Book	Plymouth Gin	1	oz
PDT Sloe Gin Fizz	Sloe Gin Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT Sloe Gin Fizz	Sloe Gin Fizz	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Sloe Gin Fizz	Sloe Gin Fizz	The PDT Cocktail Book	Club Soda	3	oz
